area,featured_name,item_id,latitude,longitude,others,price,price_per_m,rooms,subtitle,title,tracking_id,url,Lat,Lon
"46,04 m²",listing_no_promo,45Wzw,,,Posesja,368320,8000,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518293,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzw.html#6a25d29cc2,52.399070696013,16.898938984061
"47,41 m²",listing_no_promo,45Wzu,,,Posesja,365057,7700,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518292,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzu.html#6a25d29cc2,52.399070696013,16.898938984061
"46,19 m²",listing_no_promo,45Wzt,,,Posesja,36259150,7850,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518291,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzt.html#6a25d29cc2,52.399070696013,16.898938984061
"49,17 m²",listing_no_promo,45Wzr,,,Posesja,393360,8000,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518289,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzr.html#6a25d29cc2,52.399070696013,16.898938984061
"48,17 m²",listing_no_promo,45Wzq,,,Posesja,39258550,8150,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518288,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzq.html#6a25d29cc2,52.399070696013,16.898938984061
"46,04 m²",listing_no_promo,45Wzp,,,Posesja,368320,8000,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518287,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzp.html#6a25d29cc2,52.399070696013,16.898938984061
"47,41 m²",listing_no_promo,45Wzo,,,Posesja,365057,7700,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518286,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzo.html#6a25d29cc2,52.399070696013,16.898938984061
"46,19 m²",listing_no_promo,45Wzn,,,Posesja,36259150,7850,2 pokoje,Mieszkanie na sprzedaż:,Przedsprzedaż mieszkań Chełmońskiego 21,60518285,https://www.otodom.pl/oferta/przedsprzedaz-mieszkan-chelmonskiego-21-ID45Wzn.html#6a25d29cc2,52.399070696013,16.898938984061
"69,68 m²",listing_no_promo,45Ujg,,,Investor Nieruchomości Franchise,540000,7750,3 pokoje,Mieszkanie na sprzedaż:,Łazarz Plomba 2019r 3 pok. 70m2,60513442,https://www.otodom.pl/oferta/lazarz-plomba-2019r-3-pok-70m2-ID45Ujg.html#6a25d29cc2,52.39409,16.8938
"56,75 m²",listing_no_promo,45TqK,,,Expander Advisors,442650,7800,3 pokoje,Mieszkanie na sprzedaż:,Słoneczne mieszkanie Łazarz 56 m2,60510062,https://www.otodom.pl/oferta/sloneczne-mieszkanie-lazarz-56-m2-ID45TqK.html#6a25d29cc2,52.39306,16.90313
"56,60 m²",listing_no_promo,45Tqz,,,PGN POLMAX Ryszard Sielicki,395000,6979,2 pokoje,Mieszkanie na sprzedaż:,Mieszkanie 2 p. w kamienicy Łazarz,60510051,https://www.otodom.pl/oferta/mieszkanie-2-p-w-kamienicy-lazarz-ID45Tqz.html#6a25d29cc2,52.3967152,16.9036663
"34,88 m²",listing_no_promo,45R7i,,,Biuro Nieruchomości,219900,6304,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie do remontu w rewitalizowanej kamienicy,60501168,https://www.otodom.pl/oferta/mieszkanie-do-remontu-w-rewitalizowanej-kamienicy-ID45R7i.html#6a25d29cc2,52.3938862,16.9044617
"67,26 m²",listing_no_promo,45QDw,,,Posesja,524628,7800,3 pokoje,Mieszkanie na sprzedaż:,"Rewitalizacja kamienicy Chełmońskiego 21, końcowy",60499321,https://www.otodom.pl/oferta/rewitalizacja-kamienicy-chelmonskiego-21-koncowy-ID45QDw.html#6a25d29cc2,52.399070696013,16.898938984061
"67,26 m²",listing_no_promo,45QDs,,,Posesja,524628,7800,3 pokoje,Mieszkanie na sprzedaż:,"Rewitalizacja kamienicy Chełmońskiego 21, końcowy",60499318,https://www.otodom.pl/oferta/rewitalizacja-kamienicy-chelmonskiego-21-koncowy-ID45QDs.html#6a25d29cc2,52.399070696013,16.898938984061
81 m²,listing_no_promo,45PrY,,,PTAK nieruchomości,972000,12000,2 pokoje,Mieszkanie na sprzedaż:,Kamienica komfort poddasze/balkon winda!,60494762,https://www.otodom.pl/oferta/kamienica-komfort-poddasze-balkon-winda-ID45PrY.html#6a25d29cc2,52.3844,16.84039
"43,65 m²",listing_no_promo,45K4m,,,Immo House,523440,11992,2 pokoje,Mieszkanie na sprzedaż:,"Apartament Z Antresolą, Zabytkowa Kamienica!",60474078,https://www.otodom.pl/oferta/apartament-z-antresola-zabytkowa-kamienica-ID45K4m.html#6a25d29cc2,52.39544,16.89581
"26,20 m²",promo_top_ads,45dP4,,,Oferta prywatna,248900,9500,1 pokój,Mieszkanie na sprzedaż:,Kawalerka w pięknej kamienicy obok Parku Willsona,60350122,https://www.otodom.pl/oferta/kawalerka-w-pieknej-kamienicy-obok-parku-willsona-ID45dP4.html#6a0d9fc25c,52.400427064403104,16.899464825439455
"143,48 m²",promo_top_ads,44oOH,,,Obsługa zdalna Advestor Premium House,1990000,13870,3 pokoje,Mieszkanie na sprzedaż:,Wygodny apartament w City Parku z miejscem w hali!,60154055,https://www.otodom.pl/oferta/wygodny-apartament-w-city-parku-z-miejscem-w-hali-ID44oOH.html#6a0d9fc25c,52.3992665,16.8957936
"29,09 m²",promo_top_ads,46ttF,,,Inwestycje z widokiem,145000,4985,1 pokój,Mieszkanie na sprzedaż:,Mieszkanie przy Parku Wilsona - Dla Inwestora,60648627,https://www.otodom.pl/oferta/mieszkanie-przy-parku-wilsona-dla-inwestora-ID46ttF.html#6a0d9fc25c,52.39890834676082,16.904013851928713
91 m²,listing_no_promo,45Pp8,,,PTAK nieruchomości,1092000,12000,3 pokoje,Mieszkanie na sprzedaż:,Luksusowe w kamienicy/deweloperskie k/Areny,60494586,https://www.otodom.pl/oferta/luksusowe-w-kamienicy-deweloperskie-k-areny-ID45Pp8.html#6a0d9fc25c,52.3844,16.84039
"36,37 m²",listing_no_promo,45ORl,,,PTAK nieruchomości,436440,12000,1 pokój,Mieszkanie na sprzedaż:,Dla Konesera! piękne/w kamienicy/Centrum,60492491,https://www.otodom.pl/oferta/dla-konesera-piekne-w-kamienicy-centrum-ID45ORl.html#6a0d9fc25c,52.3844,16.84039
57 m²,listing_no_promo,45OOH,,,PTAK nieruchomości,684000,12000,2 pokoje,Mieszkanie na sprzedaż:,Wyjątkowe Mieszkania/Kamienica 27-91m2!,60492327,https://www.otodom.pl/oferta/wyjatkowe-mieszkania-kamienica-27-91m2-ID45OOH.html#6a0d9fc25c,52.3844,16.84039
"30,53 m²",listing_no_promo,45NXr,,,Biuro Nieruchomości,199000,6518,1 pokój,Mieszkanie na sprzedaż:,Do remontu z możliwością podziału,60489025,https://www.otodom.pl/oferta/do-remontu-z-mozliwoscia-podzialu-ID45NXr.html#6a0d9fc25c,52.3938862,16.9044617
